Date,Hour,AvgDissolvedOxygenInput,AvgWaterTemperatureInput,AvgDOPercentSaturationInput,AvgDissolvedOxygenOutput,AvgWaterTemperatureOutput,AvgDOPercentSaturationOutput,OxygenInOutDiff,DateHour,DODiffIn,DODiffOut,AvgWaterSurfaceElevationInput,AvgWaterSurfaceElevationOutput,mean_GlobalSolarRadiationCampodarsego,mean_GlobalSolarRadiationLegnaro,mean_Max_AirRel_Humidity,mean_Min_AirRel_Humidity,mean_Tair_mean,sum_Precipitation,WeatherRegime,aggPrecipitation
15-Jun-2023,12,8.18941666666667,19.388,88.9792975,7.70941666666667,20.1726666666667,85.0874213333333,0.480000000000001,15-Jun-2023 12:00:00,0.322083333333334,0.411333333333332,11.5053333333333,8.74066666666667,849,875,52,50,25.2,0,Dry,0.2
15-Jun-2023,13,8.42383333333333,19.5698333333333,91.8600563333333,8.17266666666667,20.5781666666667,90.9255274166667,0.251166666666666,15-Jun-2023 13:00:00,0.234416666666664,0.463249999999999,11.4984166666667,8.71958333333333,872,933,48,43,25.9,0,Dry,0.2
15-Jun-2023,14,8.36491666666667,20.00025,92.00197975,8.51441666666667,20.9125,95.3490366666667,-0.1495,15-Jun-2023 14:00:00,-0.058916666666665,0.341750000000001,11.5084166666667,8.70541666666667,934,938,47,43,26,0,Dry,0.2
15-Jun-2023,15,8.31958333333333,20.2355,91.93215275,8.73366666666667,21.18325,98.3224623333333,-0.414083333333332,15-Jun-2023 15:00:00,-0.0453333333333337,0.219249999999999,11.5283083333333,8.694475,914,901,46,41,26.4,0,Dry,0.2
15-Jun-2023,16,8.214,19.8388333333333,90.0564901666667,8.90908333333333,21.3866666666667,100.695604416667,-0.695083333333333,15-Jun-2023 16:00:00,-0.105583333333334,0.175416666666667,11.5479583333333,8.69079166666667,874,818,44,40,26.5,0,Dry,0.2
15-Jun-2023,17,7.867,19.3443333333333,85.4012276666667,9.09083333333333,21.562,103.100254166667,-1.22383333333333,15-Jun-2023 17:00:00,-0.347,0.181749999999999,11.5658833333333,8.68538333333333,746,659,40,38,26.6,0,Dry,0.2
15-Jun-2023,18,7.81908333333333,19.1149166666667,84.4893049166667,9.08658333333333,21.6971666666667,103.320718416667,-1.2675,15-Jun-2023 18:00:00,-0.0479166666666657,-0.00424999999999898,11.5748583333333,8.69435833333333,501,531,40,38,26.4,0,Dry,0.2
15-Jun-2023,19,7.90575,18.963,85.1631115833333,8.9875,21.7686666666667,102.335965333333,-1.08175,15-Jun-2023 19:00:00,0.086666666666666,-0.0990833333333345,11.572975,8.759975,245,357,39,34,25.9,0,Dry,0.2
15-Jun-2023,20,7.97866666666667,18.7100833333333,85.5111515833333,8.97208333333333,21.7138333333333,102.05213125,-0.993416666666668,15-Jun-2023 20:00:00,0.0729166666666661,-0.0154166666666651,11.5715,8.8035,158,169,41,36,25.7,0,Dry,0.2
15-Jun-2023,21,7.924,18.6279166666667,84.7833858333333,8.6205,21.496,97.6431935,-0.696499999999999,15-Jun-2023 21:00:00,-0.054666666666666,-0.351583333333334,11.57425,8.80375,27,39,48,42,24.5,0,Dry,0.2
15-Jun-2023,22,7.882,18.63425,84.3448283333333,7.93375,21.1561666666667,89.2731799166667,-0.0517499999999984,15-Jun-2023 22:00:00,-0.0419999999999998,-0.686750000000001,11.5718583333333,8.79719166666667,0,0,61,50,22.6,0,Dry,0.2
15-Jun-2023,23,7.78316666666667,18.6916666666667,83.3839974166667,7.23933333333333,20.84475,80.9652058333333,0.543833333333335,15-Jun-2023 23:00:00,-0.0988333333333342,-0.694416666666667,11.5718416666667,8.78884166666666,0,0,63,60,21,0,Dry,0.2
16-Jun-2023,0,7.64133333333333,18.8165833333333,82.0723138333333,6.72541666666667,20.4889166666667,74.6930770833333,0.915916666666667,16-Jun-2023 00:00:00,-0.141833333333332,-0.513916666666664,11.5711666666667,8.79483333333333,0,0,72,68,19.9,0,Dry,0.2
16-Jun-2023,1,7.54225,18.8588333333333,81.0774958333333,6.15458333333333,20.1356666666667,67.8771380833333,1.38766666666667,16-Jun-2023 01:00:00,-0.0990833333333345,-0.570833333333334,11.5725083333333,8.80700833333333,0,0,76,63,19.8,0,Dry,0.2
16-Jun-2023,2,7.43758333333333,18.89375,80.00886075,5.80216666666667,19.8044166666667,63.569791,1.63541666666667,16-Jun-2023 02:00:00,-0.104666666666667,-0.352416666666668,11.57935,8.81385,0,0,68,61,20.5,0,Dry,0.2
16-Jun-2023,3,7.33258333333333,18.9258333333333,78.9304966666667,5.61416666666667,19.5245833333333,61.1655790833333,1.71841666666667,16-Jun-2023 03:00:00,-0.105,-0.187999999999999,11.5857333333333,8.80523333333333,0,0,63,61,20.5,0,Dry,0
16-Jun-2023,4,7.24908333333333,18.9484166666667,78.0673733333333,5.50466666666667,19.2584166666667,59.65360975,1.74441666666666,16-Jun-2023 04:00:00,-0.0835000000000008,-0.109499999999999,11.5815,8.79683333333334,0,0,82,64,19.6,0.2,Dry,0.2
16-Jun-2023,5,7.18566666666667,18.9225,77.3439208333333,5.559,19.0124166666667,59.9436154166667,1.62666666666667,16-Jun-2023 05:00:00,-0.0634166666666651,0.0543333333333322,11.58605,8.78805,0,0,89,80,18.7,0,Dry,0.2
16-Jun-2023,6,7.19116666666666,18.914,77.3897985,5.643,18.8354166666667,60.632236,1.54816666666667,16-Jun-2023 06:00:00,0.00549999999999784,0.0839999999999996,11.5897666666667,8.78676666666667,4,2,91,84,18,0,Dry,0.2
16-Jun-2023,7,7.25608333333333,18.9306666666667,78.114701,5.74583333333333,18.76975,61.65522525,1.51025,16-Jun-2023 07:00:00,0.0649166666666678,0.102833333333335,11.59105,8.78888333333333,92,79,94,82,18.2,0,Dry,0.2
16-Jun-2023,8,7.346,18.9539166666667,79.1200545833333,5.75641666666667,18.8704166666667,61.8947386666667,1.58958333333333,16-Jun-2023 08:00:00,0.0899166666666673,0.0105833333333329,11.5884333333333,8.79043333333333,284,156,79,69,19.7,0,Dry,0.2
16-Jun-2023,9,7.56208333333333,19.026,81.5661275833333,6.07516666666667,19.0488333333333,65.5594095,1.48691666666666,16-Jun-2023 09:00:00,0.216083333333333,0.318750000000001,11.5882333333333,8.81606666666667,475,442,66,51,22.4,0,Dry,0.2
16-Jun-2023,10,7.69783333333333,19.0764166666667,83.1146719166667,6.50966666666667,19.33325,70.6531688333333,1.18816666666667,16-Jun-2023 10:00:00,0.135750000000002,0.434499999999997,11.5969166666667,8.82391666666667,626,584,50,47,23.9,0,Dry,0.2
16-Jun-2023,11,7.85516666666667,19.18275,84.9958119166667,7.086,19.6648333333333,77.4213013333333,0.769166666666668,16-Jun-2023 11:00:00,0.157333333333332,0.576333333333333,11.5994916666667,8.82649166666667,772,669,46,41,25,0,Dry,0.2
16-Jun-2023,12,8.09333333333333,19.3445,87.85800525,7.69466666666667,20.0881666666667,84.7843175833333,0.398666666666668,16-Jun-2023 12:00:00,0.238166666666667,0.608666666666667,11.60825,8.83025,873,865,42,38,26.3,0,Dry,0.2
16-Jun-2023,13,8.18166666666667,19.4165833333333,88.9450346666667,8.38975,20.5155,93.22674225,-0.208083333333333,16-Jun-2023 13:00:00,0.0883333333333329,0.695083333333334,11.621,8.83133333333333,969,913,40,38,27.2,0,Dry,0.2
16-Jun-2023,14,8.26616666666667,19.4354166666667,89.8977588333333,8.89625,20.8998333333333,99.6023199166667,-0.630083333333335,16-Jun-2023 14:00:00,0.0844999999999985,0.506500000000001,11.6347083333333,8.833375,939,944,40,38,27.7,0,Dry,0.2
16-Jun-2023,15,8.37083333333333,19.3578333333333,90.8942305,9.30591666666667,21.1938333333333,104.787790166667,-0.935083333333333,16-Jun-2023 15:00:00,0.104666666666668,0.409666666666666,11.6478166666667,8.83898333333333,967,947,39,35,28.3,0,Dry,0.2
16-Jun-2023,16,8.309,19.1834166666667,89.9079720833333,9.71633333333333,21.441,109.935981916667,-1.40733333333333,16-Jun-2023 16:00:00,-0.0618333333333325,0.410416666666666,11.65755,8.84455,863,794,35,34,28.6,0,Dry,0.2
16-Jun-2023,17,8.1635,18.9783333333333,87.96841975,9.98525,21.64775,113.431781833333,-1.82175,16-Jun-2023 17:00:00,-0.145500000000002,0.268916666666668,11.6672666666667,8.8501,718,685,37,34,28.6,0,Dry,0.2
16-Jun-2023,18,8.12316666666667,18.86925,87.34067325,10.10975,21.7381666666667,115.0465865,-1.98658333333333,16-Jun-2023 18:00:00,-0.0403333333333311,0.124499999999999,11.68535,8.84901666666667,556,363,36,33,28.4,0,Dry,0.2
16-Jun-2023,19,8.11133333333333,18.8313333333333,87.1466236666667,9.87416666666667,21.6484166666667,112.171922166667,-1.76283333333333,16-Jun-2023 19:00:00,-0.0118333333333336,-0.235583333333334,11.7023166666667,8.84765,335,346,38,33,28.1,0,Dry,0.2
16-Jun-2023,20,7.99883333333333,18.7899166666667,85.8658589166667,9.30966666666667,21.2758333333333,105.000703833333,-1.31083333333333,16-Jun-2023 20:00:00,-0.112500000000002,-0.564499999999999,11.7124916666667,8.84949166666667,93,211,40,37,27.6,0,Dry,0.2
16-Jun-2023,21,7.94025,18.787,85.2318903333333,8.56416666666667,20.8534166666667,95.80076875,-0.623916666666665,16-Jun-2023 21:00:00,-0.0585833333333312,-0.7455,11.7215666666667,8.85273333333333,7,19,58,47,25.5,0,Dry,0.2
16-Jun-2023,22,8.02191666666667,18.8011666666667,86.13350475,7.84008333333333,20.351,86.836072,0.181833333333333,16-Jun-2023 22:00:00,0.0816666666666643,-0.724083333333334,11.7285583333333,8.86305833333333,0,0,80,73,22.8,0.6,Dry,0.8
16-Jun-2023,23,8.01608333333333,18.8909166666667,86.2270094166666,7.29466666666667,19.8895833333333,80.0592315833333,0.721416666666667,16-Jun-2023 23:00:00,-0.00583333333333336,-0.545416666666668,11.72595,8.87461666666667,0,0,72,63,20.9,0,Dry,0.8
17-Jun-2023,0,7.78533333333333,18.8601666666667,83.6930665833333,6.86958333333333,19.4840833333333,74.7845265,0.915750000000001,17-Jun-2023 00:00:00,-0.23075,-0.425083333333333,11.7049833333333,8.87198333333333,0,0,66,63,19.5,0,Dry,0.8
17-Jun-2023,1,7.61041666666667,18.8776666666667,81.8413325,6.58116666666667,19.1964166666667,71.2304861666667,1.02925,17-Jun-2023 01:00:00,-0.174916666666666,-0.288416666666667,11.68615,8.86815,0,0,79,71,17.9,0,Dry,0.8
17-Jun-2023,2,7.51916666666667,18.9440833333333,80.9687916666667,6.42966666666667,18.9795,69.286802,1.0895,17-Jun-2023 02:00:00,-0.0912500000000005,-0.151499999999999,11.69115,8.85815,0,0,84,81,17.6,0,Dry,0.8
17-Jun-2023,3,7.42675,19.0540833333333,80.1512699166667,6.27041666666667,18.832,67.3693779166667,1.15633333333333,17-Jun-2023 03:00:00,-0.0924166666666668,-0.159250000000001,11.6983666666667,8.85536666666667,0,0,91,90,16.8,0,Dry,0.8
17-Jun-2023,4,7.28041666666667,19.2241666666667,78.8415410833333,6.15616666666667,18.73325,66.0093975,1.12425,17-Jun-2023 04:00:00,-0.146333333333332,-0.114249999999999,11.7026,8.8521,0,0,95,93,16.4,0,Dry,0.6
17-Jun-2023,5,7.19483333333333,19.3095833333333,78.04902475,6.1155,18.6808333333333,65.5036219166667,1.07933333333333,17-Jun-2023 05:00:00,-0.0855833333333349,-0.0406666666666666,11.7118416666667,8.84884166666667,0,0,99,96,15.9,0,Dry,0.6
17-Jun-2023,6,7.22541666666667,19.2569166666667,78.29765075,6.08233333333333,18.6514166666667,65.1094059166667,1.14308333333333,17-Jun-2023 06:00:00,0.0305833333333343,-0.0331666666666663,11.71275,8.84975,7,9,100,96,16.3,0,Dry,0.6
17-Jun-2023,7,7.32058333333333,19.11625,79.1047110833333,6.22941666666667,18.6785833333333,66.7210803333333,1.09116666666667,17-Jun-2023 07:00:00,0.0951666666666657,0.147083333333333,11.720225,8.83555833333333,99,74,97,88,17.1,0,Dry,0.6
17-Jun-2023,8,7.42158333333333,19.0596666666667,80.10481425,6.41666666666667,18.8075833333333,68.9066386666667,1.00491666666666,17-Jun-2023 08:00:00,0.100999999999999,0.187250000000001,11.72785,8.82568333333333,265,139,83,58,19.4,0,Dry,0.6
17-Jun-2023,9,7.5625,19.0798333333333,81.6590223333333,6.75283333333333,19.04675,72.8695016666667,0.809666666666666,17-Jun-2023 09:00:00,0.140916666666668,0.336166666666667,11.7283,8.83113333333333,484,456,54,48,22.5,0,Dry,0.6
17-Jun-2023,10,7.69066666666667,19.1065,83.0877035833333,7.18166666666667,19.4246666666667,78.0890441666667,0.509,17-Jun-2023 10:00:00,0.128166666666666,0.428833333333332,11.7235,8.84133333333334,660,624,49,43,25,0,Dry,0.6
17-Jun-2023,11,7.8605,19.1675,85.0271078333333,7.69016666666667,19.88175,84.3875834166667,0.170333333333335,17-Jun-2023 11:00:00,0.169833333333335,0.508500000000001,11.7177666666667,8.83976666666667,809,770,50,47,25.4,0,Dry,0.6
17-Jun-2023,12,8.05725,19.28275,87.3578859166667,8.10908333333333,20.3286666666667,89.7758055,-0.0518333333333345,17-Jun-2023 12:00:00,0.196749999999997,0.418916666666666,11.711125,8.83145833333334,911,876,43,39,27.2,0,Dry,0.6
17-Jun-2023,13,8.10558333333333,19.3410833333333,87.9849859166667,8.678,20.7096666666667,96.7979109166667,-0.572416666666665,17-Jun-2023 13:00:00,0.0483333333333356,0.568916666666667,11.7081666666667,8.82183333333333,974,934,41,38,28,0,Dry,0.6
17-Jun-2023,14,8.33891666666667,19.51725,90.8379368333333,9.02058333333333,20.9290833333333,101.049136333333,-0.681666666666667,17-Jun-2023 14:00:00,0.233333333333333,0.342583333333334,11.7046666666667,8.82416666666666,810,944,38,32,28.7,0,Dry,0.6
17-Jun-2023,15,8.3645,19.5674166666667,91.20809525,9.36766666666667,21.19725,105.4904955,-1.00316666666667,17-Jun-2023 15:00:00,0.0255833333333353,0.347083333333334,11.701,8.828,951,928,35,27,28.8,0,Dry,0.6
17-Jun-2023,16,8.36508333333333,19.5423333333333,91.1689851666667,9.70933333333333,21.4721666666667,109.922710416667,-1.34425,17-Jun-2023 16:00:00,0.000583333333331382,0.341666666666667,11.6945833333333,8.82825,851,827,33,29,29.3,0,Dry,0.6
17-Jun-2023,17,8.14116666666667,19.3789166666667,88.4380060833333,9.89441666666667,21.5913333333333,112.276803,-1.75325,17-Jun-2023 17:00:00,-0.223916666666668,0.185083333333335,11.6889166666667,8.82425,712,693,31,30,29.6,0,Dry,0.6
17-Jun-2023,18,8.034,19.2946666666667,87.12633,9.91566666666667,21.5711666666667,112.474021583333,-1.88166666666667,17-Jun-2023 18:00:00,-0.107166666666664,0.0212499999999984,11.6819166666667,8.81141666666666,539,523,32,28,29.5,0,Dry,0.6
17-Jun-2023,19,7.9625,19.243,86.26116625,9.5205,21.3495833333333,107.531343083333,-1.558,17-Jun-2023 19:00:00,-0.0715000000000012,-0.395166666666666,11.6834166666667,8.81041666666667,354,342,28,27,29.1,0,Dry,0.6
17-Jun-2023,20,7.89116666666667,19.1540833333333,85.3356379166667,8.99833333333333,21.0219166666667,100.987162083333,-1.10716666666667,17-Jun-2023 20:00:00,-0.0713333333333326,-0.522166666666667,11.6876666666667,8.818,172,168,42,27,28.3,0,Dry,0.6
17-Jun-2023,21,7.82408333333334,19.0554166666667,84.441987,8.34983333333333,20.6609166666667,93.048623,-0.525749999999999,17-Jun-2023 21:00:00,-0.0670833333333318,-0.648499999999999,11.6860333333333,8.82303333333333,40,41,52,48,26.2,0,Dry,0.6
17-Jun-2023,22,7.79816666666667,18.9638333333333,84.00684125,7.702,20.3148333333333,85.244987,0.0961666666666678,17-Jun-2023 22:00:00,-0.0259166666666681,-0.647833333333335,11.6860833333333,8.82475,0,0,53,50,24.6,0,Dry,0
17-Jun-2023,23,7.85541666666667,18.8698333333333,84.4627453333333,7.1435,20.0051666666667,78.579888,0.711916666666666,17-Jun-2023 23:00:00,0.0572499999999989,-0.5585,11.6782333333333,8.82356666666667,0,0,63,55,23,0,Dry,0
18-Jun-2023,0,7.89775,18.9399166666667,85.0381700833334,6.79433333333333,19.7403333333333,74.3439123333333,1.10341666666667,18-Jun-2023 00:00:00,0.0423333333333336,-0.349166666666665,11.67365,8.82565,0,0,67,64,22.1,0,Dry,0
18-Jun-2023,1,7.68975,18.9279166666667,82.778997,6.46241666666667,19.5126666666667,70.3909453333333,1.22733333333333,18-Jun-2023 01:00:00,-0.207999999999998,-0.331916666666668,11.67215,8.82915,0,0,71,68,21.3,0,Dry,0
18-Jun-2023,2,7.55975,18.8979166666667,81.3299036666667,6.22966666666667,19.3540833333333,67.6399179166667,1.33008333333333,18-Jun-2023 02:00:00,-0.130000000000001,-0.232749999999999,11.6708166666667,8.82781666666667,0,0,81,72,20,0,Dry,0
18-Jun-2023,3,7.486,18.9468333333333,80.6161035833333,6.06683333333333,19.232,65.7103264166667,1.41916666666667,18-Jun-2023 03:00:00,-0.0737500000000004,-0.162833333333332,11.6722333333333,8.82006666666667,0,0,95,85,18.9,0,Dry,0
18-Jun-2023,4,7.42625,19.03225,80.1107408333333,5.966,19.11375,64.4644000833333,1.46025,18-Jun-2023 04:00:00,-0.0597500000000002,-0.100833333333334,11.68165,8.81948333333333,0,0,100,98,18.7,0,Dry,0
18-Jun-2023,5,7.36641666666667,19.1140833333333,79.5965824166667,5.92141666666667,19.0090833333333,63.8476003333333,1.445,18-Jun-2023 05:00:00,-0.0598333333333327,-0.0445833333333336,11.6893666666667,8.8247,0,0,100,100,19,0,Dry,0
18-Jun-2023,6,7.37625,19.1904166666667,79.825559,5.96433333333333,18.9258333333333,64.20214625,1.41191666666667,18-Jun-2023 06:00:00,0.00983333333333292,0.0429166666666667,11.6970833333333,8.82491666666667,7,11,100,100,18.7,0,Dry,0
18-Jun-2023,7,7.40608333333333,19.2444166666667,80.2355649166667,6.00691666666667,18.9104166666667,64.6408196666667,1.39916666666667,18-Jun-2023 07:00:00,0.0298333333333343,0.0425833333333347,11.7021666666667,8.82916666666667,67,66,99,96,18.9,0,Dry,0
18-Jun-2023,8,7.5105,19.27725,81.4206088333333,6.28275,18.9984166666667,67.7295260833333,1.22775,18-Jun-2023 08:00:00,0.104416666666665,0.275833333333332,11.7055,8.83,206,154,95,84,19.8,0,Dry,0
18-Jun-2023,9,7.6225,19.3738333333333,82.7952370833333,6.70233333333333,19.17875,72.5177451666667,0.920166666666669,18-Jun-2023 09:00:00,0.112000000000002,0.419583333333333,11.7116666666667,8.82866666666667,435,417,81,79,21.9,0,Dry,0
18-Jun-2023,10,7.71816666666667,19.4895,84.0291145,7.22816666666667,19.4805833333333,78.6837824166667,0.49,18-Jun-2023 10:00:00,0.0956666666666646,0.525833333333333,11.7120833333333,8.81908333333333,615,582,74,64,24.2,0,Dry,0
18-Jun-2023,11,7.83016666666667,19.6166666666667,85.4658210833333,7.80183333333333,19.8671666666667,85.5868474166667,0.0283333333333324,18-Jun-2023 11:00:00,0.112000000000001,0.573666666666669,11.7213333333333,8.82083333333333,764,731,65,62,25.1,0,Dry,0
18-Jun-2023,12,7.97908333333333,19.7584166666667,87.338128,8.31175,20.3049166666667,91.9766169166667,-0.332666666666664,18-Jun-2023 12:00:00,0.148916666666667,0.509916666666664,11.7220833333333,8.82991666666667,875,808,61,57,26.5,0,Dry,0
18-Jun-2023,13,8.08975,19.8680833333333,88.742962,8.81041666666667,20.7446666666667,98.3418088333333,-0.720666666666665,18-Jun-2023 13:00:00,0.110666666666668,0.498666666666669,11.7266583333333,8.840325,923,896,58,51,27.7,0,Dry,0
18-Jun-2023,14,8.11741666666667,19.8933333333333,89.09120175,9.28175,21.1018333333333,104.327957916667,-1.16433333333333,18-Jun-2023 14:00:00,0.027666666666665,0.471333333333334,11.7312333333333,8.83573333333333,915,898,52,49,28.7,0,Dry,0
18-Jun-2023,15,8.16341666666667,19.8910833333333,89.5921978333333,9.58916666666667,21.368,108.343652416667,-1.42575,18-Jun-2023 15:00:00,0.0459999999999994,0.307416666666668,11.7315666666667,8.8319,718,860,53,49,29.1,0,Dry,0
18-Jun-2023,16,8.22758333333333,19.8450833333333,90.2135898333333,9.82416666666667,21.6518333333333,111.610599833333,-1.59658333333333,18-Jun-2023 16:00:00,0.0641666666666669,0.234999999999998,11.7100666666667,8.82206666666667,757,764,53,51,28.9,0,Dry,0
18-Jun-2023,17,8.11333333333333,19.6990833333333,88.7024269166667,9.82008333333333,21.7805833333333,111.841769083333,-1.70675,18-Jun-2023 17:00:00,-0.11425,-0.00408333333333388,11.6847333333333,8.81923333333333,607,627,52,49,28.3,0,Dry,0
18-Jun-2023,18,8.00725,19.5614166666667,87.3021908333333,9.61983333333333,21.784,109.568513916667,-1.61258333333333,18-Jun-2023 18:00:00,-0.106083333333334,-0.20025,11.6734,8.8204,475,431,54,52,27.7,0,Dry,0
18-Jun-2023,19,7.928,19.4565833333333,86.2564869166666,9.36041666666667,21.6595,106.358941083333,-1.43241666666667,18-Jun-2023 19:00:00,-0.0792499999999992,-0.259416666666665,11.6825666666667,8.82206666666667,311,308,56,52,27.6,0,Dry,0
18-Jun-2023,20,7.82958333333333,19.4214166666667,85.1254355,8.90866666666667,21.4229166666667,100.764222166667,-1.07908333333333,18-Jun-2023 20:00:00,-0.0984166666666653,-0.451750000000001,11.6867333333333,8.83123333333334,137,115,56,51,27.4,0,Dry,0
18-Jun-2023,21,7.69158333333333,19.4354166666667,83.6487979166667,8.30008333333334,21.104,93.3000125833333,-0.608500000000001,18-Jun-2023 21:00:00,-0.138000000000001,-0.608583333333332,11.69315,8.83348333333333,51,44,56,52,26.2,0,Dry,0
18-Jun-2023,22,7.6785,19.3495,83.3626025833333,7.71675,20.7920833333333,86.2144741666667,-0.0382500000000006,18-Jun-2023 22:00:00,-0.0130833333333342,-0.583333333333335,11.6986166666667,8.82978333333333,0,0,62,57,24.8,0,Dry,0
18-Jun-2023,23,7.73808333333333,19.0903333333333,83.5722741666667,7.20858333333333,20.4834166666667,80.049176,0.529500000000001,18-Jun-2023 23:00:00,0.0595833333333333,-0.508166666666668,11.7038333333333,8.81916666666667,0,0,76,65,23.2,0,Dry,0
19-Jun-2023,0,7.76091666666667,18.9365,83.5593281666667,6.79616666666667,20.1963333333333,75.04211775,0.964750000000001,19-Jun-2023 00:00:00,0.0228333333333337,-0.412416666666667,11.7084666666667,8.81546666666667,0,0,83,77,21.7,0,Dry,0
19-Jun-2023,1,7.74291666666667,18.88175,83.273281,6.50691666666667,19.9375833333333,71.4791236666667,1.236,19-Jun-2023 01:00:00,-0.0180000000000007,-0.289249999999999,11.7114833333333,8.82515,0,0,88,84,21.3,0,Dry,0
19-Jun-2023,2,7.71966666666667,18.8958333333333,83.0468494166667,6.31825,19.7528333333333,69.1513909166667,1.40141666666667,19-Jun-2023 02:00:00,-0.02325,-0.188666666666666,11.7180666666667,8.83506666666667,0,0,96,89,21,0,Dry,0
19-Jun-2023,3,7.73291666666667,18.95525,83.2895514166667,6.16175,19.6148333333333,67.2526493333333,1.57116666666667,19-Jun-2023 03:00:00,0.0132500000000011,-0.156499999999999,11.7182916666667,8.83529166666667,0,0,97,95,21,0,Dry,0
19-Jun-2023,4,7.76358333333333,19.14075,83.9328305833333,6.06391666666667,19.51125,66.0476453333333,1.69966666666667,19-Jun-2023 04:00:00,0.030666666666666,-0.0978333333333339,11.717,8.8315,0,0,94,93,20.7,0,Dry,0
19-Jun-2023,5,7.61616666666667,19.2766666666667,82.5649805833333,6.05091666666667,19.3868333333333,65.7419416666667,1.56525,19-Jun-2023 05:00:00,-0.147416666666667,-0.0129999999999999,11.7245,8.8215,0,0,98,91,20.1,0,Dry,0
19-Jun-2023,6,7.56033333333333,19.3095,82.013807,6.07783333333333,19.25425,65.858344,1.4825,19-Jun-2023 06:00:00,-0.0558333333333332,0.0269166666666667,11.724,8.8185,6,13,92,90,20.1,0,Dry,0
19-Jun-2023,7,7.58541666666667,19.4236666666667,82.4749108333333,6.21733333333333,19.1515833333333,67.2311983333333,1.36808333333333,19-Jun-2023 07:00:00,0.0250833333333338,0.1395,11.7225,8.82366666666667,39,55,90,87,20.3,0,Dry,0
19-Jun-2023,8,7.63625,19.5823333333333,83.2919223333333,6.47733333333333,19.1724166666667,70.0725601666667,1.15891666666667,19-Jun-2023 08:00:00,0.0508333333333351,0.26,11.7264166666667,8.83425,199,169,88,76,21.3,0,Dry,0
19-Jun-2023,9,7.67325,19.7520833333333,83.9796795,6.85391666666667,19.3164166666667,74.3627864166667,0.819333333333331,19-Jun-2023 09:00:00,0.0369999999999973,0.376583333333334,11.7300833333333,8.83875,345,359,77,70,22.7,0,Dry,0
19-Jun-2023,10,7.72866666666667,19.9178333333333,84.8658533333333,7.44341666666667,19.5798333333333,81.1877096666667,0.285249999999999,19-Jun-2023 10:00:00,0.0554166666666678,0.5895,11.7248333333333,8.831,571,493,67,61,24.7,0,Dry,0
19-Jun-2023,11,7.79766666666667,20.0910833333333,85.9190593333333,8.04341666666667,19.9606666666667,88.40210275,-0.245749999999997,19-Jun-2023 11:00:00,0.0690000000000017,0.599999999999998,11.73225,8.82675,802,669,60,53,26.2,0,Dry,0
19-Jun-2023,12,7.9315,20.2990833333333,87.7547700833333,8.6045,20.4039166666667,95.4013886666666,-0.673000000000002,19-Jun-2023 12:00:00,0.133833333333332,0.561083333333336,11.7289166666667,8.81841666666667,883,833,54,52,27.6,0,Dry,0
19-Jun-2023,13,7.92958333333333,20.3813333333333,87.8765215833333,9.00133333333333,20.8330833333333,100.646225,-1.07175,19-Jun-2023 13:00:00,-0.00191666666666723,0.396833333333332,11.7175833333333,8.81708333333333,945,916,49,47,29.1,0,Dry,0
19-Jun-2023,14,8.14091666666667,20.56225,90.54020525,9.33058333333333,21.2070833333333,105.092766416667,-1.18966666666667,19-Jun-2023 14:00:00,0.211333333333335,0.32925,11.7064166666667,8.81758333333333,949,903,53,50,29.2,0,Dry,0
19-Jun-2023,15,8.2305,20.61375,91.62931625,9.61991666666667,21.6129166666667,109.208940416667,-1.38941666666667,19-Jun-2023 15:00:00,0.0895833333333336,0.289333333333333,11.6952416666667,8.82724166666667,933,843,40,37,30.6,0,Dry,0
19-Jun-2023,16,8.17408333333333,20.5558333333333,90.89823125,9.81825,21.9643333333333,112.218935333333,-1.64416666666667,19-Jun-2023 16:00:00,-0.0564166666666672,0.198333333333334,11.6847583333333,8.82675833333334,838,749,41,38,31.3,0,Dry,0
19-Jun-2023,17,7.88841666666667,20.40225,87.4558878333333,9.92425,22.22,113.9891305,-2.03583333333333,19-Jun-2023 17:00:00,-0.285666666666666,0.106,11.6716583333333,8.81865833333333,687,666,38,37,30.8,0,Dry,0
19-Jun-2023,18,7.72716666666667,20.3395,85.561987,9.93491666666667,22.3604166666667,114.418875833333,-2.20775,19-Jun-2023 18:00:00,-0.161250000000002,0.0106666666666655,11.660775,8.805275,541,511,40,37,30.6,0,Dry,0
19-Jun-2023,19,7.63616666666667,20.2565833333333,84.4157065833333,9.56058333333334,22.3119166666667,110.006941666667,-1.92441666666667,19-Jun-2023 19:00:00,-0.0909999999999993,-0.374333333333331,11.6676333333333,8.80546666666667,346,334,41,39,30.2,0,Dry,0
19-Jun-2023,20,7.56566666666667,20.15875,83.4744985833333,8.99525,22.0951666666667,103.074210916667,-1.42958333333333,19-Jun-2023 20:00:00,-0.0705000000000009,-0.565333333333337,11.6665,8.81266666666667,171,168,57,41,29.5,0,Dry,0
19-Jun-2023,21,7.53208333333333,20.0273333333333,82.887446,8.28416666666667,21.81675,94.4185934166666,-0.752083333333334,19-Jun-2023 21:00:00,-0.0335833333333326,-0.711083333333331,11.6644166666667,8.81891666666667,39,39,58,57,27.6,0,Dry,0
